# BUSCO version is: 6.0.0 
# The lineage dataset is: diptera_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
11923at7147	Complete	3R	18274353	18271382	-	1087.4	704	https://v10-1.orthodb.org/?query=11923at7147	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
11951at7147	Complete	3L	19794909	19798736	+	844.5	615	https://v10-1.orthodb.org/?query=11951at7147	Myc-type, basic helix-loop-helix (bHLH) domain
11987at7147	Complete	X	15334971	15346824	+	1414.5	840	https://v10-1.orthodb.org/?query=11987at7147	Histone deacetylase
12017at7147	Complete	2R	7387527	7390804	+	1308.9	600	https://v10-1.orthodb.org/?query=12017at7147	Helicase, C-terminal
12063at7147	Complete	2R	15860702	15857881	-	1361.7	641	https://v10-1.orthodb.org/?query=12063at7147	Glycerol-3-phosphate dehydrogenase
12067at7147	Complete	3L	9366786	9365318	-	694.6	352	https://v10-1.orthodb.org/?query=12067at7147	Kinesin motor domain
12095at7147	Complete	3R	10788664	10791038	+	1306.8	651	https://v10-1.orthodb.org/?query=12095at7147	MCM domain
12102at7147	Complete	3R	8001921	8004864	+	1021.4	663	https://v10-1.orthodb.org/?query=12102at7147	Transmembrane protein TqsA-like
12185at7147	Complete	3L	14071967	14075942	+	1237.3	802	https://v10-1.orthodb.org/?query=12185at7147	Peroxisome biogenesis factor 1
12192at7147	Complete	2L	1129488	1131950	+	1194.8	609	https://v10-1.orthodb.org/?query=12192at7147	Rhodanese-like domain
12214at7147	Complete	3R	23192278	23187647	-	396.7	249	https://v10-1.orthodb.org/?query=12214at7147	Basic leucine zipper domain, Maf-type
12250at7147	Complete	2L	10488023	10485750	-	942.3	542	https://v10-1.orthodb.org/?query=12250at7147	Conserved oligomeric Golgi complex, subunit 4
12257at7147	Complete	X	15997123	15999635	+	967.4	623	https://v10-1.orthodb.org/?query=12257at7147	Ribosomal RNA methyltransferase, Spb1, C-terminal
12291at7147	Complete	X	8099524	8096645	-	713.0	436	https://v10-1.orthodb.org/?query=12291at7147	SH3 domain
12320at7147	Complete	3R	7662596	7693697	+	1218.7	736	https://v10-1.orthodb.org/?query=12320at7147	Carboxylesterase, type B
12361at7147	Complete	2L	7222980	7220535	-	1306.3	638	https://v10-1.orthodb.org/?query=12361at7147	Elongation factor G, mitochondrial
12368at7147	Complete	3L	13928908	13925935	-	622.1	497	https://v10-1.orthodb.org/?query=12368at7147	G-patch domain
12403at7147	Complete	3L	8425308	8430333	+	1011.6	487	https://v10-1.orthodb.org/?query=12403at7147	Zinc finger, RING-type
12426at7147	Complete	3L	17449406	17453372	+	719.6	499	https://v10-1.orthodb.org/?query=12426at7147	Zinc finger C2H2 superfamily
12434at7147	Complete	X	476295	471836	-	604.5	652	https://v10-1.orthodb.org/?query=12434at7147	Exportin-1/Importin-beta-like
12448at7147	Complete	3R	31138356	31158396	+	824.9	410	https://v10-1.orthodb.org/?query=12448at7147	Adenylyl cyclase class-3/4/guanylyl cyclase
12484at7147	Complete	3R	13699431	13695539	-	717.0	500	https://v10-1.orthodb.org/?query=12484at7147	Leucine-rich repeat
12498at7147	Complete	2R	19179738	19226136	+	1391.9	699	https://v10-1.orthodb.org/?query=12498at7147	Mitogen-activated protein kinase kinase kinase kinase
12524at7147	Complete	2R	23958189	23961327	+	1013.9	648	https://v10-1.orthodb.org/?query=12524at7147	Alpha-catenin
12548at7147	Complete	3R	5742128	5738320	-	1406.1	899	https://v10-1.orthodb.org/?query=12548at7147	Symplekin/Pta1, N-terminal
12554at7147	Complete	X	784904	787829	+	1154.1	600	https://v10-1.orthodb.org/?query=12554at7147	Mir domain superfamily
12665at7147	Complete	3L	324601	321931	-	940.0	539	https://v10-1.orthodb.org/?query=12665at7147	Helicase, C-terminal
12684at7147	Complete	3R	11786368	11781822	-	1122.5	794	https://v10-1.orthodb.org/?query=12684at7147	Pleckstrin homology domain
12697at7147	Complete	X	2340885	2343428	+	980.8	536	https://v10-1.orthodb.org/?query=12697at7147	Protein kinase domain
12708at7147	Complete	3R	21223869	21228783	+	882.8	603	https://v10-1.orthodb.org/?query=12708at7147	Negative elongation factor A
12741at7147	Complete	2R	10638381	10640585	+	943.8	497	https://v10-1.orthodb.org/?query=12741at7147	5'-Nucleotidase, C-terminal
12806at7147	Complete	2R	6657511	6659977	+	386.8	362	https://v10-1.orthodb.org/?query=12806at7147	uncharacterized protein LOC108094246
12808at7147	Complete	3R	29869707	29874563	+	912.1	489	https://v10-1.orthodb.org/?query=12808at7147	WD40-repeat-containing domain
12809at7147	Complete	X	1665122	1668367	+	1134.8	788	https://v10-1.orthodb.org/?query=12809at7147	Pep3/Vps18/deep orange
12831at7147	Complete	3R	7074325	7071724	-	937.4	606	https://v10-1.orthodb.org/?query=12831at7147	E3 UFM1-protein ligase 1
12835at7147	Complete	2R	16563551	16569392	+	714.1	368	https://v10-1.orthodb.org/?query=12835at7147	Protein kinase domain
12843at7147	Complete	3L	19922988	19919368	-	759.3	484	https://v10-1.orthodb.org/?query=12843at7147	polycomb protein Su(z)12 isoform X1
12852at7147	Complete	3L	1519943	1522916	+	1282.3	668	https://v10-1.orthodb.org/?query=12852at7147	Aminopeptidase
12913at7147	Complete	3L	9863816	9860707	-	1385.9	733	https://v10-1.orthodb.org/?query=12913at7147	Ankyrin repeat-containing domain
12916at7147	Complete	3R	8732132	8735613	+	1034.9	685	https://v10-1.orthodb.org/?query=12916at7147	UPF0505 family
12922at7147	Complete	3R	30450255	30446207	-	1196.3	590	https://v10-1.orthodb.org/?query=12922at7147	EF-hand domain
12935at7147	Complete	2R	8915100	8917674	+	829.0	516	https://v10-1.orthodb.org/?query=12935at7147	Protein Lines
12938at7147	Complete	3L	9624336	9627249	+	946.3	599	https://v10-1.orthodb.org/?query=12938at7147	RNA recognition motif domain
12959at7147	Complete	2R	23079033	23076797	-	831.6	528	https://v10-1.orthodb.org/?query=12959at7147	Protein arginine N-methyltransferase
12961at7147	Complete	X	196280	198758	+	1192.1	572	https://v10-1.orthodb.org/?query=12961at7147	PAN/Apple domain
13072at7147	Complete	3L	8411951	8415815	+	1064.4	612	https://v10-1.orthodb.org/?query=13072at7147	Exocyst complex component 7
13150at7147	Complete	3L	1296025	1298319	+	631.5	404	https://v10-1.orthodb.org/?query=13150at7147	VPS9 domain
13201at7147	Complete	X	15844081	15841844	-	896.8	511	https://v10-1.orthodb.org/?query=13201at7147	Arginyl tRNA synthetase N-terminal domain
13206at7147	Complete	3R	24337845	24340049	+	1088.1	566	https://v10-1.orthodb.org/?query=13206at7147	AMP-binding enzyme, C-terminal domain
13221at7147	Complete	2L	25151	21921	-	1004.2	579	https://v10-1.orthodb.org/?query=13221at7147	Ionotropic glutamate receptor
13267at7147	Complete	2R	17528379	17520437	-	921.4	656	https://v10-1.orthodb.org/?query=13267at7147	CKK domain
13275at7147	Complete	3L	6253570	6246640	-	977.9	482	https://v10-1.orthodb.org/?query=13275at7147	Bestrophin
13288at7147	Complete	2R	21238873	21218874	-	783.7	478	https://v10-1.orthodb.org/?query=13288at7147	Ankyrin repeat-containing domain
13358at7147	Complete	2L	10297913	10295919	-	744.9	415	https://v10-1.orthodb.org/?query=13358at7147	CAP Gly-rich domain
13368at7147	Complete	X	18392915	18390854	-	930.9	458	https://v10-1.orthodb.org/?query=13368at7147	HAD superfamily
13374at7147	Complete	X	2258474	2255742	-	777.5	490	https://v10-1.orthodb.org/?query=13374at7147	MFS transporter superfamily
13402at7147	Complete	2L	6453024	6449854	-	854.2	492	https://v10-1.orthodb.org/?query=13402at7147	CRAL/TRIO, N-terminal domain
13413at7147	Complete	3R	12988687	12990765	+	481.1	295	https://v10-1.orthodb.org/?query=13413at7147	mucin-5AC
13415at7147	Complete	3L	547778	574198	+	801.4	456	https://v10-1.orthodb.org/?query=13415at7147	Protein kinase domain
13429at7147	Complete	2L	11987256	11984509	-	850.6	544	https://v10-1.orthodb.org/?query=13429at7147	SNU66/SART1 family
13442at7147	Complete	3R	26230704	26233098	+	744.5	519	https://v10-1.orthodb.org/?query=13442at7147	G protein-coupled receptor, rhodopsin-like
13446at7147	Complete	2L	20676304	20678744	+	1093.4	581	https://v10-1.orthodb.org/?query=13446at7147	Protein kinase domain
13486at7147	Complete	3L	15988579	15990854	+	1018.2	508	https://v10-1.orthodb.org/?query=13486at7147	Palmitoyltransferase
13499at7147	Complete	3R	8824554	8827088	+	887.3	511	https://v10-1.orthodb.org/?query=13499at7147	Domain of unknown function DUF1741
13510at7147	Complete	2R	24130399	24127821	-	468.5	314	https://v10-1.orthodb.org/?query=13510at7147	Zinc finger, RanBP2-type
13511at7147	Complete	2L	20835607	20832860	-	1196.8	655	https://v10-1.orthodb.org/?query=13511at7147	WD40-repeat-containing domain
13548at7147	Complete	2L	10211421	10213694	+	811.3	526	https://v10-1.orthodb.org/?query=13548at7147	Helicase, C-terminal
13606at7147	Complete	2R	12325900	12323319	-	1261.4	632	https://v10-1.orthodb.org/?query=13606at7147	Hid-1/Ecm30
13637at7147	Complete	2L	21589355	21578410	-	757.3	550	https://v10-1.orthodb.org/?query=13637at7147	Tetratricopeptide repeat
13645at7147	Complete	X	15625724	15605168	-	978.0	619	https://v10-1.orthodb.org/?query=13645at7147	VWFC domain
13662at7147	Complete	X	9058066	9055049	-	405.4	359	https://v10-1.orthodb.org/?query=13662at7147	GATA zinc finger domain-containing protein 10 isoform X1
13664at7147	Complete	2R	23890809	23893116	+	1111.1	583	https://v10-1.orthodb.org/?query=13664at7147	DNA ligase
13678at7147	Complete	X	14896211	14875794	-	1377.2	456	https://v10-1.orthodb.org/?query=13678at7147	Glucose-methanol-choline oxidoreductase, C-terminal
13719at7147	Complete	2R	17739978	17743442	+	1269.4	771	https://v10-1.orthodb.org/?query=13719at7147	Syndetin, C-terminal
13745at7147	Complete	3L	19586381	19588980	+	1115.6	601	https://v10-1.orthodb.org/?query=13745at7147	ABC transporter, conserved site
13754at7147	Complete	2R	5653706	5655807	+	568.3	420	https://v10-1.orthodb.org/?query=13754at7147	Armadillo-type fold
13769at7147	Complete	X	18806991	18810938	+	1091.0	693	https://v10-1.orthodb.org/?query=13769at7147	BTB/POZ domain
13772at7147	Complete	3R	11651007	11655184	+	1069.8	811	https://v10-1.orthodb.org/?query=13772at7147	Elongator complex protein 1
13828at7147	Complete	X	1999092	2002537	+	647.8	308	https://v10-1.orthodb.org/?query=13828at7147	Nuclear hormone receptor, ligand-binding domain
13837at7147	Complete	3L	16714211	16723338	+	780.6	768	https://v10-1.orthodb.org/?query=13837at7147	PTB/PI domain
13844at7147	Complete	3R	23763004	23761007	-	1111.8	521	https://v10-1.orthodb.org/?query=13844at7147	uncharacterized protein LOC108087362
13871at7147	Complete	3R	29749790	29752954	+	1380.1	671	https://v10-1.orthodb.org/?query=13871at7147	Protein kinase domain
13877at7147	Complete	3L	22263536	22265842	+	1249.3	629	https://v10-1.orthodb.org/?query=13877at7147	Helicase, C-terminal
13880at7147	Complete	2L	1600633	1606516	+	1478.6	722	https://v10-1.orthodb.org/?query=13880at7147	Leucine-rich repeat
13885at7147	Complete	X	7912893	7917320	+	1298.1	748	https://v10-1.orthodb.org/?query=13885at7147	RGS domain
13888at7147	Complete	X	8558698	8555555	-	1159.3	715	https://v10-1.orthodb.org/?query=13888at7147	Integrator complex subunit 4
13892at7147	Complete	3L	8974346	8972335	-	1205.5	558	https://v10-1.orthodb.org/?query=13892at7147	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
13896at7147	Complete	2R	10039849	10036946	-	794.7	446	https://v10-1.orthodb.org/?query=13896at7147	Membrane bound O-acyl transferase, MBOAT
13921at7147	Complete	3R	27948861	27951822	+	1292.8	640	https://v10-1.orthodb.org/?query=13921at7147	Histidine kinase/HSP90-like ATPase
13925at7147	Complete	3L	8891748	8894172	+	1252.7	627	https://v10-1.orthodb.org/?query=13925at7147	DNA replication licensing factor MCM7
13926at7147	Complete	3L	12849743	12844663	-	648.7	391	https://v10-1.orthodb.org/?query=13926at7147	Ecto-NOX disulfide-thiol exchanger
13930at7147	Complete	2R	16143235	16145765	+	1086.8	611	https://v10-1.orthodb.org/?query=13930at7147	Cysteine-tRNA ligase
13936at7147	Complete	2R	22186260	22189272	+	1401.1	710	https://v10-1.orthodb.org/?query=13936at7147	Vacuolar protein sorting-associated protein 35
13948at7147	Complete	2L	6658591	6661696	+	1177.1	773	https://v10-1.orthodb.org/?query=13948at7147	Ubiquitin conjugation factor E4, core
13960at7147	Complete	3L	1865045	1863035	-	1003.8	541	https://v10-1.orthodb.org/?query=13960at7147	Translation elongation factor EFTu/EF1A, C-terminal
13964at7147	Complete	X	6684556	6686910	+	771.7	464	https://v10-1.orthodb.org/?query=13964at7147	Protein kinase domain
13969at7147	Complete	2L	4955582	4958220	+	792.5	484	https://v10-1.orthodb.org/?query=13969at7147	SNF2-related, N-terminal domain
13976at7147	Complete	3L	5802008	5790550	-	1384.7	734	https://v10-1.orthodb.org/?query=13976at7147	Zinc finger, RING-type
13982at7147	Complete	X	17289037	17286714	-	1084.9	531	https://v10-1.orthodb.org/?query=13982at7147	EF-hand domain
13983at7147	Complete	X	18499436	18496411	-	969.1	490	https://v10-1.orthodb.org/?query=13983at7147	Polypeptide N-acetylgalactosaminyltransferase
14057at7147	Complete	X	16683379	16680270	-	713.3	447	https://v10-1.orthodb.org/?query=14057at7147	Anoctamin
14069at7147	Complete	2L	13354449	13350869	-	780.4	442	https://v10-1.orthodb.org/?query=14069at7147	Glycosyltransferase family 92
14098at7147	Complete	X	16275566	16267483	-	847.2	528	https://v10-1.orthodb.org/?query=14098at7147	WD40 repeat
14119at7147	Complete	2R	4819935	4817451	-	817.5	457	https://v10-1.orthodb.org/?query=14119at7147	Protein kinase domain
14136at7147	Complete	3R	7871980	7858179	-	476.8	321	https://v10-1.orthodb.org/?query=14136at7147	Nuclear protein MDM1
14146at7147	Complete	3R	25228147	25224385	-	746.3	455	https://v10-1.orthodb.org/?query=14146at7147	Cadherin-like
14162at7147	Complete	2R	15803471	15763195	-	1293.1	1000	https://v10-1.orthodb.org/?query=14162at7147	PDZ domain
14180at7147	Complete	X	7894126	7896634	+	1260.4	686	https://v10-1.orthodb.org/?query=14180at7147	Armadillo
14184at7147	Complete	3L	6174294	6178641	+	789.9	608	https://v10-1.orthodb.org/?query=14184at7147	Zinc finger, RING-type
14196at7147	Complete	2L	17472324	17461668	-	1250.7	659	https://v10-1.orthodb.org/?query=14196at7147	Bicaudal-D protein
14219at7147	Complete	2R	23538214	23528255	-	669.4	465	https://v10-1.orthodb.org/?query=14219at7147	ABC-2 type transporter
14234at7147	Complete	4	201645	197979	-	712.4	450	https://v10-1.orthodb.org/?query=14234at7147	Malate dehydrogenase
14254at7147	Complete	3L	21976333	21982393	+	1268.3	638	https://v10-1.orthodb.org/?query=14254at7147	Delta-1-pyrroline-5-carboxylate synthase
14255at7147	Complete	X	15872191	15875408	+	1271.5	646	https://v10-1.orthodb.org/?query=14255at7147	BTB/POZ domain
14257at7147	Complete	3R	16272334	16268465	-	953.5	778	https://v10-1.orthodb.org/?query=14257at7147	Nucleolar protein 6
14270at7147	Complete	3R	23525606	23523077	-	844.2	498	https://v10-1.orthodb.org/?query=14270at7147	Carboxylesterase, type B
14276at7147	Complete	X	12900955	12898905	-	936.7	510	https://v10-1.orthodb.org/?query=14276at7147	UbiB domain
14309at7147	Complete	3L	10858621	10874464	+	1431.2	945	https://v10-1.orthodb.org/?query=14309at7147	Zinc finger, MIZ-type
14333at7147	Complete	3R	31433836	31456463	+	1028.9	489	https://v10-1.orthodb.org/?query=14333at7147	G protein-coupled receptor kinase
14334at7147	Complete	3R	23757281	23755066	-	999.7	540	https://v10-1.orthodb.org/?query=14334at7147	Sel1-like repeat
14340at7147	Complete	X	8406969	8404862	-	660.2	421	https://v10-1.orthodb.org/?query=14340at7147	GPI transamidase component PIG-T
14354at7147	Complete	X	9630414	9629108	-	574.3	287	https://v10-1.orthodb.org/?query=14354at7147	CRAL-TRIO lipid binding domain
14367at7147	Complete	3L	21279785	21271719	-	1240.9	576	https://v10-1.orthodb.org/?query=14367at7147	Acetyl-coenzyme A synthetase
14378at7147	Complete	3L	3148045	3145503	-	1191.4	681	https://v10-1.orthodb.org/?query=14378at7147	Ubiquitin carboxyl-terminal hydrolase
14412at7147	Complete	X	14921603	14902068	-	1656.8	555	https://v10-1.orthodb.org/?query=14412at7147	Glucose-methanol-choline oxidoreductase, C-terminal
14426at7147	Complete	3L	20815799	20813522	-	574.7	394	https://v10-1.orthodb.org/?query=14426at7147	Guanylate cyclase, putative
14432at7147	Complete	2L	10435337	10433157	-	1100.4	552	https://v10-1.orthodb.org/?query=14432at7147	Rab-GTPase-TBC domain
14481at7147	Complete	3R	17716766	17689820	-	2198.7	1584	https://v10-1.orthodb.org/?query=14481at7147	ARID DNA-binding domain
14482at7147	Complete	2L	6036811	6034899	-	1029.4	502	https://v10-1.orthodb.org/?query=14482at7147	Protein-tyrosine phosphatase, catalytic
14488at7147	Complete	2R	18825700	18822965	-	1114.8	538	https://v10-1.orthodb.org/?query=14488at7147	Kelch repeat type 1
14495at7147	Complete	3R	29112497	29109883	-	922.3	459	https://v10-1.orthodb.org/?query=14495at7147	alpha-1,2-Mannosidase
14506at7147	Complete	2L	21253669	21257826	+	797.0	414	https://v10-1.orthodb.org/?query=14506at7147	Nuclear hormone receptor
14508at7147	Complete	3R	31404557	31402056	-	1235.9	652	https://v10-1.orthodb.org/?query=14508at7147	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
14525at7147	Complete	3L	14037643	14043068	+	1038.7	614	https://v10-1.orthodb.org/?query=14525at7147	Heat shock protein 70 family
14561at7147	Complete	3L	12401820	12399599	-	772.9	540	https://v10-1.orthodb.org/?query=14561at7147	SET domain
14614at7147	Complete	2R	23395156	23389523	-	1051.7	553	https://v10-1.orthodb.org/?query=14614at7147	FYVE zinc finger
14625at7147	Complete	2L	2993734	2998245	+	1113.0	623	https://v10-1.orthodb.org/?query=14625at7147	Retinoic acid induced 16-like protein
14626at7147	Complete	3R	22787398	22792600	+	691.4	591	https://v10-1.orthodb.org/?query=14626at7147	Ubiquitin carboxyl-terminal hydrolase 46
14688at7147	Complete	2R	8733876	8729729	-	1132.5	645	https://v10-1.orthodb.org/?query=14688at7147	Armadillo-type fold
14739at7147	Complete	2L	14359379	14361275	+	872.9	464	https://v10-1.orthodb.org/?query=14739at7147	Polypeptide N-acetylgalactosaminyltransferase
14756at7147	Complete	X	19480621	19483938	+	1325.4	708	https://v10-1.orthodb.org/?query=14756at7147	Tetratricopeptide repeat
14774at7147	Complete	2L	3469894	3467853	-	908.1	534	https://v10-1.orthodb.org/?query=14774at7147	ATP-dependent DNA helicase PIF1
14783at7147	Complete	X	16325933	16328050	+	1040.1	577	https://v10-1.orthodb.org/?query=14783at7147	Peptidase C2, calpain, catalytic domain
14801at7147	Complete	2R	14461960	14465147	+	824.3	569	https://v10-1.orthodb.org/?query=14801at7147	Zinc finger C2H2 superfamily
14803at7147	Complete	3R	21101572	21098331	-	945.1	726	https://v10-1.orthodb.org/?query=14803at7147	BRCA1-associated ATM activator 1
14816at7147	Complete	3R	23747143	23750496	+	1070.4	579	https://v10-1.orthodb.org/?query=14816at7147	Hydroxymethylglutaryl-CoA reductase, class I/II
14825at7147	Complete	X	11438894	11434763	-	1165.5	630	https://v10-1.orthodb.org/?query=14825at7147	Rab-GTPase-TBC domain
14838at7147	Complete	2L	6491234	6495874	+	726.6	455	https://v10-1.orthodb.org/?query=14838at7147	Myosin tail
14844at7147	Complete	2R	22885942	22883164	-	1064.3	519	https://v10-1.orthodb.org/?query=14844at7147	ATPase, AAA-type, conserved site
14862at7147	Complete	3R	13388601	13385712	-	1255.7	751	https://v10-1.orthodb.org/?query=14862at7147	WD40 repeat
14881at7147	Complete	2L	9576188	9573772	-	1219.4	649	https://v10-1.orthodb.org/?query=14881at7147	3-hydroxyacyl-CoA dehydrogenase, C-terminal
14886at7147	Complete	3L	2871710	2788657	-	1189.7	767	https://v10-1.orthodb.org/?query=14886at7147	2OGFeDO, oxygenase domain
14899at7147	Complete	X	2249863	2247729	-	1176.1	592	https://v10-1.orthodb.org/?query=14899at7147	Tetratricopeptide repeat-containing domain
14914at7147	Complete	2L	21177660	21174876	-	1108.9	609	https://v10-1.orthodb.org/?query=14914at7147	GMP synthase, C-terminal
14933at7147	Complete	3L	11684581	11688457	+	693.2	390	https://v10-1.orthodb.org/?query=14933at7147	Major facilitator superfamily associated domain
14952at7147	Complete	3R	24038508	24041621	+	702.1	374	https://v10-1.orthodb.org/?query=14952at7147	ATPase, AAA-type, conserved site
14969at7147	Complete	3L	15828002	15830489	+	1013.1	480	https://v10-1.orthodb.org/?query=14969at7147	Kelch repeat type 1
14996at7147	Complete	2L	13192927	13196268	+	1286.6	631	https://v10-1.orthodb.org/?query=14996at7147	Glycoside hydrolase family 47
15010at7147	Complete	X	19262293	19271575	+	1229.1	666	https://v10-1.orthodb.org/?query=15010at7147	Dbl homology (DH) domain
15021at7147	Complete	2L	1982311	1984390	+	894.6	489	https://v10-1.orthodb.org/?query=15021at7147	Protein of unknown function DUF2152
15046at7147	Complete	3L	1505793	1503832	-	448.4	403	https://v10-1.orthodb.org/?query=15046at7147	EGF-like, conserved site
15060at7147	Complete	3R	15145377	15142205	-	1198.0	584	https://v10-1.orthodb.org/?query=15060at7147	Glycogen 
15072at7147	Complete	2R	18625342	18627621	+	1276.1	687	https://v10-1.orthodb.org/?query=15072at7147	Exocyst complex component 3
15095at7147	Complete	2R	17786202	17788410	+	554.6	447	https://v10-1.orthodb.org/?query=15095at7147	Ribosomal RNA methyltransferase FtsJ domain
15115at7147	Complete	3R	8234265	8236540	+	733.6	457	https://v10-1.orthodb.org/?query=15115at7147	DNA polymerase, Y-family, little finger domain
15144at7147	Complete	2R	17015052	17008457	-	911.3	537	https://v10-1.orthodb.org/?query=15144at7147	Calponin homology domain
15162at7147	Complete	X	19751433	19758754	+	1169.8	579	https://v10-1.orthodb.org/?query=15162at7147	ABC transporter type 1, transmembrane domain
15218at7147	Complete	3R	30597003	30599281	+	749.2	415	https://v10-1.orthodb.org/?query=15218at7147	Peptidase M14, carboxypeptidase A
15235at7147	Complete	2L	11091566	11094834	+	1075.3	684	https://v10-1.orthodb.org/?query=15235at7147	WD40-repeat-containing domain
15236at7147	Complete	3R	21219248	21222636	+	1177.9	699	https://v10-1.orthodb.org/?query=15236at7147	Beta-N-acetylglucosaminidase
15247at7147	Complete	2R	14744018	14741182	-	1442.1	742	https://v10-1.orthodb.org/?query=15247at7147	Major facilitator superfamily associated domain
15248at7147	Complete	3R	9985637	9983918	-	837.8	412	https://v10-1.orthodb.org/?query=15248at7147	Protein arginine N-methyltransferase
15254at7147	Complete	X	6644627	6650410	+	753.4	521	https://v10-1.orthodb.org/?query=15254at7147	GAR domain
15295at7147	Complete	2R	6746484	6748651	+	943.0	449	https://v10-1.orthodb.org/?query=15295at7147	Acetyl-coenzyme A carboxyltransferase, C-terminal
15319at7147	Complete	2R	14255409	14253246	-	1209.8	574	https://v10-1.orthodb.org/?query=15319at7147	Heat shock protein 70 family
15331at7147	Complete	2L	8035814	8038198	+	800.1	445	https://v10-1.orthodb.org/?query=15331at7147	WD40 repeat
15349at7147	Complete	2L	2152034	2154894	+	688.9	406	https://v10-1.orthodb.org/?query=15349at7147	FAD/NAD(P)-binding domain
15355at7147	Complete	3R	15328045	15325541	-	823.9	505	https://v10-1.orthodb.org/?query=15355at7147	Protein of unknown function DUF229
15357at7147	Complete	2R	6213941	6210096	-	1286.1	724	https://v10-1.orthodb.org/?query=15357at7147	Tetratricopeptide repeat
15415at7147	Complete	2R	8947271	8944908	-	1090.5	570	https://v10-1.orthodb.org/?query=15415at7147	Dymeclin
15427at7147	Complete	3L	19858374	19860599	+	1048.4	531	https://v10-1.orthodb.org/?query=15427at7147	Sulphate adenylyltransferase
15458at7147	Complete	3R	11412693	11416057	+	1255.2	800	https://v10-1.orthodb.org/?query=15458at7147	Importin-beta, N-terminal domain
15479at7147	Complete	3L	16100304	16103430	+	1080.3	714	https://v10-1.orthodb.org/?query=15479at7147	Aminoacyl-tRNA synthetase, class Ia
15484at7147	Complete	2L	7388675	7390825	+	1159.5	595	https://v10-1.orthodb.org/?query=15484at7147	Armadillo
15511at7147	Complete	3R	7246447	7244401	-	848.6	511	https://v10-1.orthodb.org/?query=15511at7147	Nucleolar complex-associated protein 3
15520at7147	Complete	2L	6342224	6345884	+	1160.9	583	https://v10-1.orthodb.org/?query=15520at7147	NADPH--cytochrome P450 reductase
15533at7147	Complete	3L	1799148	1801821	+	987.7	548	https://v10-1.orthodb.org/?query=15533at7147	PDZ domain
15535at7147	Complete	X	1239782	1237077	-	952.2	651	https://v10-1.orthodb.org/?query=15535at7147	ATP-dependent helicase, C-terminal
15557at7147	Complete	X	8714068	8712600	-	523.1	351	https://v10-1.orthodb.org/?query=15557at7147	Ecdysteroid kinase-like
15589at7147	Complete	2R	8891300	8889039	-	697.6	536	https://v10-1.orthodb.org/?query=15589at7147	Leucine-rich repeat
15594at7147	Complete	3L	16779481	16777596	-	459.8	366	https://v10-1.orthodb.org/?query=15594at7147	Zinc finger, RING-type
15650at7147	Complete	X	4318055	4314854	-	1239.8	712	https://v10-1.orthodb.org/?query=15650at7147	RuvA domain 2-like
15691at7147	Complete	2L	8411544	8409131	-	896.7	597	https://v10-1.orthodb.org/?query=15691at7147	Alpha-N-acetylglucosaminidase, C-terminal
15693at7147	Complete	X	15590823	15586008	-	1126.6	614	https://v10-1.orthodb.org/?query=15693at7147	Chondroitin N-acetylgalactosaminyltransferase
15697at7147	Complete	2R	17021400	17023334	+	206.3	262	https://v10-1.orthodb.org/?query=15697at7147	WD40/YVTN repeat-like-containing domain superfamily
15731at7147	Complete	2R	11989255	11991279	+	740.9	478	https://v10-1.orthodb.org/?query=15731at7147	Carbohydrate kinase, FGGY, C-terminal
15751at7147	Complete	X	15475316	15472896	-	445.2	287	https://v10-1.orthodb.org/?query=15751at7147	SprT-like
15759at7147	Complete	2R	20640581	20634193	-	818.6	794	https://v10-1.orthodb.org/?query=15759at7147	WD40 repeat
15769at7147	Complete	2R	8074371	8054365	-	478.7	262	https://v10-1.orthodb.org/?query=15769at7147	Zinc finger C2H2 superfamily
15780at7147	Complete	2R	17666066	17668858	+	1379.2	696	https://v10-1.orthodb.org/?query=15780at7147	Eukaryotic translation initiation factor 3 subunit C
15788at7147	Complete	2L	18681958	18679707	-	679.2	406	https://v10-1.orthodb.org/?query=15788at7147	Exonuclease 1
15798at7147	Complete	2L	4226888	4224886	-	908.9	482	https://v10-1.orthodb.org/?query=15798at7147	Cleft lip and palate transmembrane 1
15804at7147	Complete	3L	21825031	21827524	+	747.6	451	https://v10-1.orthodb.org/?query=15804at7147	Eukaryotic translation initiation factor 2A
15824at7147	Complete	2R	16027922	16024978	-	689.2	445	https://v10-1.orthodb.org/?query=15824at7147	UBX domain
15838at7147	Complete	3R	13683133	13679733	-	932.5	691	https://v10-1.orthodb.org/?query=15838at7147	Integrator complex subunit 5, C-terminal
15841at7147	Complete	3L	17000014	16995411	-	797.0	631	https://v10-1.orthodb.org/?query=15841at7147	Folliculin-interacting protein, middle domain
15849at7147	Complete	3R	18189126	18191189	+	1066.8	539	https://v10-1.orthodb.org/?query=15849at7147	Mediator of RNA polymerase II transcription subunit 17
15868at7147	Complete	2L	18606923	18609452	+	1272.6	596	https://v10-1.orthodb.org/?query=15868at7147	Helicase, C-terminal
15888at7147	Complete	3R	26052229	26049932	-	886.3	545	https://v10-1.orthodb.org/?query=15888at7147	Exocyst complex component Exo84
