# BUSCO version is: 6.0.0 
# The lineage dataset is: diptera_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
13871at7147	Complete	ptg000009l	2346348	2343184	-	1380.1	671	https://v10-1.orthodb.org/?query=13871at7147	Protein kinase domain
13877at7147	Complete	ptg000001l	22272733	22275039	+	1249.3	629	https://v10-1.orthodb.org/?query=13877at7147	Helicase, C-terminal
13880at7147	Complete	ptg000003l	1711854	1717737	+	1478.6	722	https://v10-1.orthodb.org/?query=13880at7147	Leucine-rich repeat
13885at7147	Complete	ptg000010l	90054	94481	+	1298.1	748	https://v10-1.orthodb.org/?query=13885at7147	RGS domain
13888at7147	Complete	ptg000010l	736056	732913	-	1159.3	715	https://v10-1.orthodb.org/?query=13888at7147	Integrator complex subunit 4
13892at7147	Complete	ptg000001l	9001451	8999440	-	1205.5	558	https://v10-1.orthodb.org/?query=13892at7147	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
13896at7147	Complete	ptg000002l	15342897	15345800	+	794.7	446	https://v10-1.orthodb.org/?query=13896at7147	Membrane bound O-acyl transferase, MBOAT
13921at7147	Complete	ptg000009l	4148704	4145743	-	1292.8	640	https://v10-1.orthodb.org/?query=13921at7147	Histidine kinase/HSP90-like ATPase
13925at7147	Complete	ptg000001l	8918852	8921276	+	1252.7	627	https://v10-1.orthodb.org/?query=13925at7147	DNA replication licensing factor MCM7
13926at7147	Complete	ptg000001l	12885260	12880180	-	648.7	391	https://v10-1.orthodb.org/?query=13926at7147	Ecto-NOX disulfide-thiol exchanger
13930at7147	Complete	ptg000002l	9206613	9204083	-	1086.8	611	https://v10-1.orthodb.org/?query=13930at7147	Cysteine-tRNA ligase
13936at7147	Complete	ptg000002l	3136900	3133888	-	1401.1	710	https://v10-1.orthodb.org/?query=13936at7147	Vacuolar protein sorting-associated protein 35
13948at7147	Complete	ptg000003l	6761365	6764470	+	1177.1	773	https://v10-1.orthodb.org/?query=13948at7147	Ubiquitin conjugation factor E4, core
13960at7147	Complete	ptg000001l	1860871	1858861	-	1003.8	541	https://v10-1.orthodb.org/?query=13960at7147	Translation elongation factor EFTu/EF1A, C-terminal
13964at7147	Complete	ptg000014l	1134441	1132087	-	771.7	464	https://v10-1.orthodb.org/?query=13964at7147	Protein kinase domain
13969at7147	Complete	ptg000003l	5056242	5058880	+	792.5	484	https://v10-1.orthodb.org/?query=13969at7147	SNF2-related, N-terminal domain
13976at7147	Complete	ptg000001l	5810017	5798555	-	1384.7	734	https://v10-1.orthodb.org/?query=13976at7147	Zinc finger, RING-type
13982at7147	Complete	ptg000010l	9495850	9493527	-	1084.9	531	https://v10-1.orthodb.org/?query=13982at7147	EF-hand domain
13983at7147	Complete	ptg000010l	10707726	10704701	-	969.1	490	https://v10-1.orthodb.org/?query=13983at7147	Polypeptide N-acetylgalactosaminyltransferase
14057at7147	Complete	ptg000010l	8886006	8882897	-	713.3	447	https://v10-1.orthodb.org/?query=14057at7147	Anoctamin
14069at7147	Complete	ptg000003l	13508364	13504784	-	780.4	442	https://v10-1.orthodb.org/?query=14069at7147	Glycosyltransferase family 92
14098at7147	Complete	ptg000010l	8478187	8470104	-	847.2	528	https://v10-1.orthodb.org/?query=14098at7147	WD40 repeat
14119at7147	Complete	ptg000002l	20599845	20602329	+	817.5	457	https://v10-1.orthodb.org/?query=14119at7147	Protein kinase domain
14136at7147	Complete	ptg000009l	24263650	24277452	+	476.8	321	https://v10-1.orthodb.org/?query=14136at7147	Nuclear protein MDM1
14146at7147	Complete	ptg000009l	6869463	6873225	+	746.3	455	https://v10-1.orthodb.org/?query=14146at7147	Cadherin-like
14162at7147	Complete	ptg000002l	9546382	9586658	+	1293.1	1000	https://v10-1.orthodb.org/?query=14162at7147	PDZ domain
14180at7147	Complete	ptg000010l	71287	73795	+	1260.4	686	https://v10-1.orthodb.org/?query=14180at7147	Armadillo
14184at7147	Complete	ptg000001l	6183711	6188058	+	789.9	608	https://v10-1.orthodb.org/?query=14184at7147	Zinc finger, RING-type
14196at7147	Complete	ptg000003l	17647764	17637108	-	1250.7	659	https://v10-1.orthodb.org/?query=14196at7147	Bicaudal-D protein
14219at7147	Complete	ptg000002l	1779688	1789647	+	669.4	465	https://v10-1.orthodb.org/?query=14219at7147	ABC-2 type transporter
14234at7147	Complete	ptg000029l	597132	600798	+	712.4	450	https://v10-1.orthodb.org/?query=14234at7147	Malate dehydrogenase
14254at7147	Complete	ptg000001l	21985526	21991586	+	1268.3	638	https://v10-1.orthodb.org/?query=14254at7147	Delta-1-pyrroline-5-carboxylate synthase
14255at7147	Complete	ptg000010l	8072507	8075724	+	1271.5	646	https://v10-1.orthodb.org/?query=14255at7147	BTB/POZ domain
14257at7147	Complete	ptg000009l	15856146	15860015	+	953.5	778	https://v10-1.orthodb.org/?query=14257at7147	Nucleolar protein 6
14270at7147	Complete	ptg000009l	8578946	8581475	+	844.2	498	https://v10-1.orthodb.org/?query=14270at7147	Carboxylesterase, type B
14276at7147	Complete	ptg000010l	5077348	5075298	-	936.7	510	https://v10-1.orthodb.org/?query=14276at7147	UbiB domain
14309at7147	Complete	ptg000001l	10884392	10900235	+	1431.2	945	https://v10-1.orthodb.org/?query=14309at7147	Zinc finger, MIZ-type
14333at7147	Complete	ptg000009l	660155	637527	-	1028.9	489	https://v10-1.orthodb.org/?query=14333at7147	G protein-coupled receptor kinase
14334at7147	Complete	ptg000009l	8347267	8349482	+	999.7	540	https://v10-1.orthodb.org/?query=14334at7147	Sel1-like repeat
14340at7147	Complete	ptg000010l	584322	582215	-	660.2	421	https://v10-1.orthodb.org/?query=14340at7147	GPI transamidase component PIG-T
14354at7147	Complete	ptg000010l	1809347	1808041	-	574.3	287	https://v10-1.orthodb.org/?query=14354at7147	CRAL-TRIO lipid binding domain
14367at7147	Complete	ptg000001l	21298065	21289999	-	1243.2	576	https://v10-1.orthodb.org/?query=14367at7147	Acetyl-coenzyme A synthetase
14378at7147	Complete	ptg000001l	3153464	3150922	-	1191.4	681	https://v10-1.orthodb.org/?query=14378at7147	Ubiquitin carboxyl-terminal hydrolase
14412at7147	Complete	ptg000010l	7121186	7101651	-	1656.8	555	https://v10-1.orthodb.org/?query=14412at7147	Glucose-methanol-choline oxidoreductase, C-terminal
14426at7147	Complete	ptg000001l	20833014	20830737	-	574.7	394	https://v10-1.orthodb.org/?query=14426at7147	Guanylate cyclase, putative
14432at7147	Complete	ptg000003l	10587824	10585644	-	1100.4	552	https://v10-1.orthodb.org/?query=14432at7147	Rab-GTPase-TBC domain
14481at7147	Complete	ptg000009l	14406126	14433072	+	2198.7	1584	https://v10-1.orthodb.org/?query=14481at7147	ARID DNA-binding domain
14482at7147	Complete	ptg000003l	6137486	6135574	-	1029.4	502	https://v10-1.orthodb.org/?query=14482at7147	Protein-tyrosine phosphatase, catalytic
14488at7147	Complete	ptg000002l	6523114	6525849	+	1114.8	538	https://v10-1.orthodb.org/?query=14488at7147	Kelch repeat type 1
14495at7147	Complete	ptg000009l	2985073	2987687	+	922.3	459	https://v10-1.orthodb.org/?query=14495at7147	alpha-1,2-Mannosidase
14506at7147	Complete	ptg000003l	21440773	21444930	+	797.0	414	https://v10-1.orthodb.org/?query=14506at7147	Nuclear hormone receptor
14508at7147	Complete	ptg000009l	689434	691935	+	1235.9	652	https://v10-1.orthodb.org/?query=14508at7147	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
14525at7147	Complete	ptg000001l	14073205	14078630	+	1038.7	614	https://v10-1.orthodb.org/?query=14525at7147	Heat shock protein 70 family
14561at7147	Complete	ptg000001l	12437329	12435108	-	772.9	540	https://v10-1.orthodb.org/?query=14561at7147	SET domain
14614at7147	Complete	ptg000002l	1922727	1928360	+	1051.7	553	https://v10-1.orthodb.org/?query=14614at7147	FYVE zinc finger
14625at7147	Complete	ptg000003l	3091980	3096491	+	1113.0	623	https://v10-1.orthodb.org/?query=14625at7147	Retinoic acid induced 16-like protein
14626at7147	Complete	ptg000009l	9329314	9311970	-	691.4	591	https://v10-1.orthodb.org/?query=14626at7147	Ubiquitin carboxyl-terminal hydrolase 46
14688at7147	Complete	ptg000002l	16654054	16658201	+	1132.5	645	https://v10-1.orthodb.org/?query=14688at7147	Armadillo-type fold
14739at7147	Complete	ptg000003l	14514156	14516052	+	872.9	464	https://v10-1.orthodb.org/?query=14739at7147	Polypeptide N-acetylgalactosaminyltransferase
14756at7147	Complete	ptg000010l	11689112	11692429	+	1325.4	708	https://v10-1.orthodb.org/?query=14756at7147	Tetratricopeptide repeat
14774at7147	Complete	ptg000003l	3568154	3566113	-	908.1	534	https://v10-1.orthodb.org/?query=14774at7147	ATP-dependent DNA helicase PIF1
14783at7147	Complete	ptg000010l	8528554	8530671	+	1040.1	577	https://v10-1.orthodb.org/?query=14783at7147	Peptidase C2, calpain, catalytic domain
14801at7147	Complete	ptg000002l	10887937	10884750	-	824.3	569	https://v10-1.orthodb.org/?query=14801at7147	Zinc finger C2H2 superfamily
14803at7147	Complete	ptg000009l	11004445	11007686	+	945.1	726	https://v10-1.orthodb.org/?query=14803at7147	BRCA1-associated ATM activator 1
14816at7147	Complete	ptg000009l	8357405	8354052	-	1070.4	579	https://v10-1.orthodb.org/?query=14816at7147	Hydroxymethylglutaryl-CoA reductase, class I/II
14825at7147	Complete	ptg000010l	3612454	3608323	-	1165.5	630	https://v10-1.orthodb.org/?query=14825at7147	Rab-GTPase-TBC domain
14838at7147	Complete	ptg000003l	6594004	6598644	+	726.6	455	https://v10-1.orthodb.org/?query=14838at7147	Myosin tail
14844at7147	Complete	ptg000002l	2431955	2434733	+	1064.3	519	https://v10-1.orthodb.org/?query=14844at7147	ATPase, AAA-type, conserved site
14862at7147	Complete	ptg000009l	18740819	18743708	+	1255.7	751	https://v10-1.orthodb.org/?query=14862at7147	WD40 repeat
14881at7147	Complete	ptg000003l	9728681	9726265	-	1219.4	649	https://v10-1.orthodb.org/?query=14881at7147	3-hydroxyacyl-CoA dehydrogenase, C-terminal
14886at7147	Complete	ptg000001l	2877122	2794068	-	1189.7	767	https://v10-1.orthodb.org/?query=14886at7147	2OGFeDO, oxygenase domain
14899at7147	Complete	ptg000014l	5593001	5595135	+	1176.1	592	https://v10-1.orthodb.org/?query=14899at7147	Tetratricopeptide repeat-containing domain
14914at7147	Complete	ptg000003l	21364764	21361980	-	1108.9	609	https://v10-1.orthodb.org/?query=14914at7147	GMP synthase, C-terminal
14933at7147	Complete	ptg000001l	11718381	11722257	+	693.2	390	https://v10-1.orthodb.org/?query=14933at7147	Major facilitator superfamily associated domain
14952at7147	Complete	ptg000009l	8066031	8062918	-	702.1	374	https://v10-1.orthodb.org/?query=14952at7147	ATPase, AAA-type, conserved site
14969at7147	Complete	ptg000001l	15865922	15868409	+	1013.1	480	https://v10-1.orthodb.org/?query=14969at7147	Kelch repeat type 1
14996at7147	Complete	ptg000003l	13346870	13350211	+	1286.6	631	https://v10-1.orthodb.org/?query=14996at7147	Glycoside hydrolase family 47
15010at7147	Complete	ptg000010l	11470675	11479957	+	1229.1	666	https://v10-1.orthodb.org/?query=15010at7147	Dbl homology (DH) domain
15021at7147	Complete	ptg000003l	2089640	2091719	+	894.6	489	https://v10-1.orthodb.org/?query=15021at7147	Protein of unknown function DUF2152
15046at7147	Complete	ptg000001l	1501614	1499653	-	448.4	403	https://v10-1.orthodb.org/?query=15046at7147	EGF-like, conserved site
15060at7147	Complete	ptg000009l	16983117	16986289	+	1198.0	584	https://v10-1.orthodb.org/?query=15060at7147	Glycogen 
15072at7147	Complete	ptg000002l	6723474	6721195	-	1276.1	687	https://v10-1.orthodb.org/?query=15072at7147	Exocyst complex component 3
15095at7147	Complete	ptg000002l	7562203	7559995	-	554.6	447	https://v10-1.orthodb.org/?query=15095at7147	Ribosomal RNA methyltransferase FtsJ domain
15115at7147	Complete	ptg000009l	23901354	23899079	-	733.6	457	https://v10-1.orthodb.org/?query=15115at7147	DNA polymerase, Y-family, little finger domain
15144at7147	Complete	ptg000002l	8333363	8339958	+	911.3	537	https://v10-1.orthodb.org/?query=15144at7147	Calponin homology domain
15162at7147	Complete	ptg000010l	11959931	11967252	+	1169.8	579	https://v10-1.orthodb.org/?query=15162at7147	ABC transporter type 1, transmembrane domain
15218at7147	Complete	ptg000009l	1497005	1494727	-	749.2	415	https://v10-1.orthodb.org/?query=15218at7147	Peptidase M14, carboxypeptidase A
15235at7147	Complete	ptg000003l	11244064	11247332	+	1075.3	684	https://v10-1.orthodb.org/?query=15235at7147	WD40-repeat-containing domain
15236at7147	Complete	ptg000009l	10886769	10883381	-	1177.9	699	https://v10-1.orthodb.org/?query=15236at7147	Beta-N-acetylglucosaminidase
15247at7147	Complete	ptg000002l	10605868	10608704	+	1442.1	742	https://v10-1.orthodb.org/?query=15247at7147	Major facilitator superfamily associated domain
15248at7147	Complete	ptg000009l	22149350	22151069	+	837.8	412	https://v10-1.orthodb.org/?query=15248at7147	Protein arginine N-methyltransferase
15254at7147	Complete	ptg000014l	1174373	1168590	-	753.4	521	https://v10-1.orthodb.org/?query=15254at7147	GAR domain
15295at7147	Complete	ptg000002l	18641474	18639307	-	943.0	449	https://v10-1.orthodb.org/?query=15295at7147	Acetyl-coenzyme A carboxyltransferase, C-terminal
15319at7147	Complete	ptg000002l	11094488	11096651	+	1209.8	574	https://v10-1.orthodb.org/?query=15319at7147	Heat shock protein 70 family
15331at7147	Complete	ptg000003l	8141570	8143954	+	800.1	445	https://v10-1.orthodb.org/?query=15331at7147	WD40 repeat
15349at7147	Complete	ptg000003l	2250269	2253129	+	688.9	406	https://v10-1.orthodb.org/?query=15349at7147	FAD/NAD(P)-binding domain
15355at7147	Complete	ptg000009l	16800446	16802950	+	823.9	505	https://v10-1.orthodb.org/?query=15355at7147	Protein of unknown function DUF229
15357at7147	Complete	ptg000002l	19183736	19187581	+	1286.1	724	https://v10-1.orthodb.org/?query=15357at7147	Tetratricopeptide repeat
15415at7147	Complete	ptg000002l	16440649	16443012	+	1090.5	570	https://v10-1.orthodb.org/?query=15415at7147	Dymeclin
15427at7147	Complete	ptg000001l	19875567	19877792	+	1048.4	531	https://v10-1.orthodb.org/?query=15427at7147	Sulphate adenylyltransferase
15458at7147	Complete	ptg000009l	20722286	20718922	-	1255.2	800	https://v10-1.orthodb.org/?query=15458at7147	Importin-beta, N-terminal domain
15479at7147	Complete	ptg000001l	16138226	16141352	+	1080.3	714	https://v10-1.orthodb.org/?query=15479at7147	Aminoacyl-tRNA synthetase, class Ia
15484at7147	Complete	ptg000003l	7494403	7496553	+	1159.5	595	https://v10-1.orthodb.org/?query=15484at7147	Armadillo
15511at7147	Complete	ptg000009l	24894354	24896400	+	848.6	511	https://v10-1.orthodb.org/?query=15511at7147	Nucleolar complex-associated protein 3
15520at7147	Complete	ptg000003l	6444993	6448653	+	1160.9	583	https://v10-1.orthodb.org/?query=15520at7147	NADPH--cytochrome P450 reductase
15533at7147	Complete	ptg000001l	1794971	1797644	+	987.7	548	https://v10-1.orthodb.org/?query=15533at7147	PDZ domain
15535at7147	Complete	ptg000014l	6596257	6598962	+	952.2	651	https://v10-1.orthodb.org/?query=15535at7147	ATP-dependent helicase, C-terminal
15557at7147	Complete	ptg000010l	892165	890697	-	523.1	351	https://v10-1.orthodb.org/?query=15557at7147	Ecdysteroid kinase-like
15589at7147	Complete	ptg000002l	16496620	16498881	+	697.6	536	https://v10-1.orthodb.org/?query=15589at7147	Leucine-rich repeat
15594at7147	Complete	ptg000001l	16817768	16815883	-	459.8	366	https://v10-1.orthodb.org/?query=15594at7147	Zinc finger, RING-type
15650at7147	Complete	ptg000014l	3518906	3522107	+	1239.8	712	https://v10-1.orthodb.org/?query=15650at7147	RuvA domain 2-like
15691at7147	Complete	ptg000003l	8564023	8561610	-	896.7	597	https://v10-1.orthodb.org/?query=15691at7147	Alpha-N-acetylglucosaminidase, C-terminal
15693at7147	Complete	ptg000010l	7791120	7786305	-	1126.6	614	https://v10-1.orthodb.org/?query=15693at7147	Chondroitin N-acetylgalactosaminyltransferase
15697at7147	Complete	ptg000002l	8327015	8325081	-	206.3	262	https://v10-1.orthodb.org/?query=15697at7147	WD40/YVTN repeat-like-containing domain superfamily
15731at7147	Complete	ptg000002l	13393338	13391314	-	740.9	478	https://v10-1.orthodb.org/?query=15731at7147	Carbohydrate kinase, FGGY, C-terminal
15751at7147	Complete	ptg000010l	7675607	7673187	-	445.2	287	https://v10-1.orthodb.org/?query=15751at7147	SprT-like
15759at7147	Complete	ptg000002l	4688575	4694963	+	818.6	794	https://v10-1.orthodb.org/?query=15759at7147	WD40 repeat
15769at7147	Complete	ptg000002l	17313552	17333558	+	478.7	262	https://v10-1.orthodb.org/?query=15769at7147	Zinc finger C2H2 superfamily
15780at7147	Complete	ptg000002l	7682339	7679547	-	1379.2	696	https://v10-1.orthodb.org/?query=15780at7147	Eukaryotic translation initiation factor 3 subunit C
15788at7147	Complete	ptg000003l	18867538	18865287	-	679.2	406	https://v10-1.orthodb.org/?query=15788at7147	Exonuclease 1
15798at7147	Complete	ptg000003l	4326561	4324559	-	908.9	482	https://v10-1.orthodb.org/?query=15798at7147	Cleft lip and palate transmembrane 1
15804at7147	Complete	ptg000001l	21834224	21836717	+	747.6	451	https://v10-1.orthodb.org/?query=15804at7147	Eukaryotic translation initiation factor 2A
15824at7147	Complete	ptg000002l	9321926	9324870	+	689.2	445	https://v10-1.orthodb.org/?query=15824at7147	UBX domain
15838at7147	Complete	ptg000009l	18446276	18449676	+	932.5	691	https://v10-1.orthodb.org/?query=15838at7147	Integrator complex subunit 5, C-terminal
15841at7147	Complete	ptg000001l	17038306	17033703	-	797.0	631	https://v10-1.orthodb.org/?query=15841at7147	Folliculin-interacting protein, middle domain
15849at7147	Complete	ptg000009l	13933743	13931680	-	1066.8	539	https://v10-1.orthodb.org/?query=15849at7147	Mediator of RNA polymerase II transcription subunit 17
15868at7147	Complete	ptg000003l	18792503	18795032	+	1272.6	596	https://v10-1.orthodb.org/?query=15868at7147	Helicase, C-terminal
15888at7147	Complete	ptg000009l	6045376	6047673	+	886.3	545	https://v10-1.orthodb.org/?query=15888at7147	Exocyst complex component Exo84
15910at7147	Complete	ptg000001l	16143415	16141405	-	1102.9	575	https://v10-1.orthodb.org/?query=15910at7147	Integrator complex subunit 9
15913at7147	Complete	ptg000010l	16019197	16022606	+	1177.1	618	https://v10-1.orthodb.org/?query=15913at7147	Suppressor of forked
15924at7147	Complete	ptg000009l	12246434	12253003	+	1837.9	1076	https://v10-1.orthodb.org/?query=15924at7147	Protein kinase domain
15942at7147	Complete	ptg000006l	142070	144647	+	1172.1	599	https://v10-1.orthodb.org/?query=15942at7147	Helicase, C-terminal
15947at7147	Complete	ptg000003l	8518789	8521796	+	1088.6	539	https://v10-1.orthodb.org/?query=15947at7147	Armadillo-type fold
15985at7147	Complete	ptg000002l	7903955	7915832	+	995.5	607	https://v10-1.orthodb.org/?query=15985at7147	Protein-tyrosine phosphatase, active site
16001at7147	Complete	ptg000010l	15437677	15434443	-	901.2	459	https://v10-1.orthodb.org/?query=16001at7147	PPM-type phosphatase domain
16005at7147	Complete	ptg000002l	14098964	14101421	+	1039.7	551	https://v10-1.orthodb.org/?query=16005at7147	WD40 repeat
16029at7147	Complete	ptg000003l	19129046	19102560	-	1774.6	1205	https://v10-1.orthodb.org/?query=16029at7147	S phase cyclin A-associated protein in the endoplasmic reticulum
16069at7147	Complete	ptg000002l	19637028	19639242	+	1143.4	605	https://v10-1.orthodb.org/?query=16069at7147	Peptidase M3A/M3B catalytic domain
16088at7147	Complete	ptg000002l	11109868	11106642	-	1147.6	667	https://v10-1.orthodb.org/?query=16088at7147	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
16156at7147	Complete	ptg000009l	6831936	6834270	+	1195.3	631	https://v10-1.orthodb.org/?query=16156at7147	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
16207at7147	Complete	ptg000009l	13767336	13770027	+	881.5	470	https://v10-1.orthodb.org/?query=16207at7147	PDZ domain
16209at7147	Complete	ptg000001l	11826930	11824081	-	647.0	562	https://v10-1.orthodb.org/?query=16209at7147	Fas-binding factor 1
16223at7147	Complete	ptg000002l	8497889	8494493	-	1185.3	764	https://v10-1.orthodb.org/?query=16223at7147	Copper type II ascorbate-dependent monooxygenase, C-terminal
16269at7147	Complete	ptg000001l	21848923	21846684	-	973.5	479	https://v10-1.orthodb.org/?query=16269at7147	Aldehyde dehydrogenase domain
16294at7147	Complete	ptg000009l	14583032	14585704	+	665.7	549	https://v10-1.orthodb.org/?query=16294at7147	Nucleolar protein 14
16309at7147	Complete	ptg000002l	17416186	17418663	+	1112.8	648	https://v10-1.orthodb.org/?query=16309at7147	Protein kinase domain
16321at7147	Complete	ptg000002l	7811942	7809627	-	1239.6	625	https://v10-1.orthodb.org/?query=16321at7147	Eukaryotic translation initiation factor 3 subunit B
16368at7147	Complete	ptg000003l	14509774	14507440	-	847.5	461	https://v10-1.orthodb.org/?query=16368at7147	WD40-repeat-containing domain
16385at7147	Complete	ptg000009l	16777141	16775026	-	828.8	560	https://v10-1.orthodb.org/?query=16385at7147	Tetratricopeptide repeat
16390at7147	Complete	ptg000009l	8946716	8950617	+	764.2	365	https://v10-1.orthodb.org/?query=16390at7147	Zinc finger, CCCH-type
16392at7147	Complete	ptg000009l	13813759	13818998	+	1262.2	647	https://v10-1.orthodb.org/?query=16392at7147	Protein kinase domain
16404at7147	Complete	ptg000009l	474700	472873	-	776.4	396	https://v10-1.orthodb.org/?query=16404at7147	Double-stranded RNA-binding domain
16416at7147	Complete	ptg000009l	16909084	16906542	-	1338.5	657	https://v10-1.orthodb.org/?query=16416at7147	Rab-GTPase-TBC domain
16426at7147	Complete	ptg000002l	10494372	10492584	-	546.5	408	https://v10-1.orthodb.org/?query=16426at7147	Hermansky-Pudlak syndrome 1 protein
16468at7147	Complete	ptg000001l	2267825	2264745	-	1091.6	646	https://v10-1.orthodb.org/?query=16468at7147	Xylosyltransferase
16477at7147	Complete	ptg000001l	14029916	14032032	+	889.8	472	https://v10-1.orthodb.org/?query=16477at7147	Cysteine peptidase, cysteine active site
16484at7147	Complete	ptg000009l	7845064	7847091	+	880.4	472	https://v10-1.orthodb.org/?query=16484at7147	Phenylalanyl-tRNA synthetase, B3/B4
16499at7147	Complete	ptg000009l	17821892	17824389	+	521.4	360	https://v10-1.orthodb.org/?query=16499at7147	Zinc finger C2H2 superfamily
16510at7147	Complete	ptg000001l	8444957	8443082	-	719.4	382	https://v10-1.orthodb.org/?query=16510at7147	Kazal domain
16536at7147	Complete	ptg000003l	19160356	19162699	+	338.0	295	https://v10-1.orthodb.org/?query=16536at7147	THAP-type zinc finger
16541at7147	Complete	ptg000003l	10064959	10061724	-	1076.0	621	https://v10-1.orthodb.org/?query=16541at7147	SNF2-related, N-terminal domain
16573at7147	Complete	ptg000001l	8374269	8378485	+	1213.2	724	https://v10-1.orthodb.org/?query=16573at7147	Rab-GTPase-TBC domain
16582at7147	Complete	ptg000001l	16166412	16164061	-	955.4	490	https://v10-1.orthodb.org/?query=16582at7147	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
16602at7147	Complete	ptg000002l	1363729	1361600	-	558.9	465	https://v10-1.orthodb.org/?query=16602at7147	THO complex, subunit 5
16621at7147	Complete	ptg000001l	6985841	6983359	-	965.9	560	https://v10-1.orthodb.org/?query=16621at7147	WD40 repeat
16654at7147	Complete	ptg000003l	1351286	1353361	+	773.6	492	https://v10-1.orthodb.org/?query=16654at7147	Carboxylesterase, type B
16700at7147	Complete	ptg000002l	1573392	1582317	+	1242.3	665	https://v10-1.orthodb.org/?query=16700at7147	Ribonuclease H superfamily
16704at7147	Complete	ptg000003l	11253057	11248188	-	1531.5	1075	https://v10-1.orthodb.org/?query=16704at7147	WD40/YVTN repeat-like-containing domain superfamily
16706at7147	Complete	ptg000002l	10479652	10488499	+	858.5	719	https://v10-1.orthodb.org/?query=16706at7147	RNA polymerase II-binding domain
16793at7147	Complete	ptg000009l	6624093	6621997	-	750.3	518	https://v10-1.orthodb.org/?query=16793at7147	Sec1-like protein
16806at7147	Complete	ptg000006l	1063226	1066616	+	1045.5	777	https://v10-1.orthodb.org/?query=16806at7147	MMS19, C-terminal
16807at7147	Complete	ptg000006l	1537781	1546487	+	1477.0	844	https://v10-1.orthodb.org/?query=16807at7147	Rab-GTPase-TBC domain
16820at7147	Complete	ptg000001l	7796060	7790217	-	947.2	676	https://v10-1.orthodb.org/?query=16820at7147	PAS domain
16827at7147	Complete	ptg000009l	3062908	3060581	-	1279.3	639	https://v10-1.orthodb.org/?query=16827at7147	Cleavage and polyadenylation specificity factor 2, C-terminal
16831at7147	Complete	ptg000010l	7909277	7907238	-	1126.7	522	https://v10-1.orthodb.org/?query=16831at7147	ABC transporter, conserved site
16833at7147	Complete	ptg000003l	2500482	2505933	+	948.4	476	https://v10-1.orthodb.org/?query=16833at7147	Major facilitator superfamily
16851at7147	Complete	ptg000001l	163273	169706	+	872.1	540	https://v10-1.orthodb.org/?query=16851at7147	CAS family
16871at7147	Complete	ptg000001l	5144465	5146630	+	906.8	537	https://v10-1.orthodb.org/?query=16871at7147	Pentatricopeptide repeat
16900at7147	Complete	ptg000001l	7143961	7145924	+	678.8	450	https://v10-1.orthodb.org/?query=16900at7147	Bardet-Biedl syndrome 1, N-terminal
16910at7147	Complete	ptg000002l	1508534	1506572	-	1010.3	513	https://v10-1.orthodb.org/?query=16910at7147	WD40 repeat
16912at7147	Complete	ptg000014l	6486979	6490775	+	651.4	415	https://v10-1.orthodb.org/?query=16912at7147	PAP/25A-associated
16925at7147	Complete	ptg000001l	5670157	5667884	-	813.8	586	https://v10-1.orthodb.org/?query=16925at7147	SEPARIN core domain
16926at7147	Complete	ptg000014l	2502633	2500039	-	1305.6	673	https://v10-1.orthodb.org/?query=16926at7147	MCM domain
16972at7147	Complete	ptg000002l	1055679	1053543	-	1213.8	551	https://v10-1.orthodb.org/?query=16972at7147	Sphingomyelin phosphodiesterase
17011at7147	Complete	ptg000001l	9729308	9726416	-	711.8	403	https://v10-1.orthodb.org/?query=17011at7147	Domain of unknown function DUF3342
17030at7147	Complete	ptg000010l	3940886	3943065	+	789.9	390	https://v10-1.orthodb.org/?query=17030at7147	Zona pellucida domain
17064at7147	Complete	ptg000010l	199573	203013	+	801.3	461	https://v10-1.orthodb.org/?query=17064at7147	Copper type II ascorbate-dependent monooxygenase, C-terminal
17067at7147	Complete	ptg000001l	8137595	8140266	+	767.6	486	https://v10-1.orthodb.org/?query=17067at7147	TCF25/Rqc1
17094at7147	Complete	ptg000014l	1840203	1832664	-	1057.7	631	https://v10-1.orthodb.org/?query=17094at7147	PDZ domain
17110at7147	Complete	ptg000002l	7780078	7782545	+	1050.0	541	https://v10-1.orthodb.org/?query=17110at7147	Nucleolar GTP-binding protein 2
17130at7147	Complete	ptg000002l	11149177	11150896	+	917.1	438	https://v10-1.orthodb.org/?query=17130at7147	Amino acid transporter, transmembrane domain
17155at7147	Complete	ptg000001l	1232385	1237294	+	217.5	114	https://v10-1.orthodb.org/?query=17155at7147	Potassium channel domain
17164at7147	Complete	ptg000001l	356929	354300	-	1290.8	668	https://v10-1.orthodb.org/?query=17164at7147	SANT/Myb domain
17173at7147	Complete	ptg000009l	7222874	7225657	+	891.0	495	https://v10-1.orthodb.org/?query=17173at7147	Dipeptidylpeptidase IV, N-terminal domain
17175at7147	Complete	ptg000014l	6157563	6167156	+	502.5	308	https://v10-1.orthodb.org/?query=17175at7147	Actin interacting protein 3-like, C-terminal
